N,P,K,temperature,humidity,ph,rainfall,label
74,53,35,31.8534480211187,74.85893804083872,4.138456680411661,354.5177830246263,maize
57,81,72,17.494525547834815,78.35226753378035,6.384383843375776,177.5495108993943,barley
76,21,70,28.82037324730428,84.01457978262218,4.025770499024211,233.81341569311493,maize
56,71,27,33.93570951896375,79.95556818807212,8.266512485008402,255.42328909970627,maize
46,24,55,17.73756159214633,89.01474990485583,5.578977721080042,307.70066881508535,barley
79,90,95,18.498238766879332,79.61720046550404,7.996410774674949,248.44433035151997,barley
80,26,84,34.60328518118134,87.63493626527591,8.123277867074282,308.1699264765621,maize
22,54,67,23.394000886061868,68.37189386767409,4.1292574438427945,346.20605357467747,wheat
42,26,87,33.54560994430188,77.5789542418729,6.601830254380143,209.6633261155539,barley
27,48,61,16.547387699432612,52.940823949207115,8.730896488886538,103.73175528197592,maize
85,45,74,28.553955470185656,73.8888568345657,6.966250814137531,160.97444348620107,barley
69,99,30,29.706836547906153,76.1045487486513,8.739441655943589,299.3444662356847,maize
48,56,50,30.730236778517774,73.21308971851332,8.529047137092975,338.59281697447875,rice
77,60,64,21.093542500192623,82.78171916236002,6.0469937016002016,190.08791446593904,rice
67,64,96,29.617138060212326,73.14818311402644,6.370088308849244,336.9913868040396,maize
40,99,90,27.995527602432055,87.2745850535031,7.340122692612821,127.29591491805485,wheat
25,87,21,29.04780358117093,70.17352740686886,8.902254240711134,368.12435461303596,maize
95,88,70,21.19852201640359,67.22692155228594,8.391961438282824,310.27998500807087,wheat
81,36,94,28.01296195013881,51.49796838503757,4.8196760935966,192.14547892767308,wheat
57,53,44,30.765925947258097,55.05631085758981,8.02112843211,138.81681899244893,wheat
77,42,44,30.316898271180857,55.112181137501295,7.124027940012569,278.7924826778414,wheat
35,24,99,31.362674769614763,57.08683087288818,7.052721062407691,399.5873916558593,wheat
69,73,81,16.56353435998348,75.38397806680817,7.449982236436346,290.3546365330735,maize
73,34,87,28.60225639439031,53.05542497317924,4.635809513279728,289.6126151897039,barley
78,46,64,22.805184104527907,80.11212996437494,6.835647491997177,200.94511523608963,barley
22,51,24,23.485116176384913,80.49412800642426,6.047857594363056,220.9240451077717,maize
28,30,66,26.898116785583845,65.6592123735479,8.827811522120598,276.55031137738047,wheat
69,73,78,27.646713324743168,56.85567081244284,4.788543116062693,210.06821038033746,rice
45,20,67,26.46960906388422,61.385804971975276,5.121623300547292,170.6238435481273,rice
33,42,73,16.562853526046165,73.098359992312,6.046693505286438,139.54941524147608,wheat
57,37,43,31.189393847531328,87.5185212736462,5.694150636897264,105.45073022884372,wheat
38,82,62,31.612740455179832,57.720329966328514,5.519388069869095,348.41064065637124,wheat
39,86,31,24.355160596151894,63.025468747532,5.864474587032843,371.68689638044617,maize
86,74,73,25.456378316839547,77.63951561852727,6.9715801331198,373.17669889552565,maize
97,23,26,26.164614517248545,78.49095641398182,8.676781771678893,183.32542380162002,rice
78,93,23,24.88000113695436,51.648100955655785,7.854089222931725,170.9792356731196,barley
62,64,63,31.004075034993555,73.19393378992751,8.991084050756067,335.23393847470646,barley
57,30,98,31.95518568916192,61.359874685668885,7.082934992965119,333.910560761628,barley
63,99,56,17.52498886976243,87.88901537376182,5.346049978532817,355.63619320076134,maize
93,41,89,30.27396914715017,73.41148125917991,7.5232587970843845,211.80003760586038,maize
93,62,90,26.837766518906463,59.68974694181033,4.525134053333416,168.26333342760603,barley
83,54,61,19.583849973772864,75.45422170449407,5.1787700188126875,237.35290548243054,barley
65,28,48,28.31667942333224,74.62089647914559,7.03401385745496,234.7788707910193,wheat
43,20,96,28.25558036061569,67.29862232734719,5.6150262938505,370.36505270991523,barley
32,72,30,26.294628860480955,55.39767836078296,4.417845285625257,167.5386144710238,barley
30,23,85,16.932982678383674,84.63118703670148,6.034117559402722,171.5673431340398,barley
61,86,45,24.708246573413224,82.94305733205513,7.9116413568058235,205.06607706114568,wheat
25,24,91,25.85361975794166,54.196032753144905,5.510382724644088,218.4061769925225,maize
85,82,42,30.83890794502755,74.73536026033361,5.318567013790231,183.78309297239343,barley
28,20,87,19.625020921604374,88.54142265028227,8.770369981340412,333.35738253337394,barley
70,63,59,15.569069611371047,63.89984892897438,6.994041817537239,305.5675756009456,barley
27,60,45,25.795744321676217,53.450575339561375,6.93628659951259,398.4735969101383,rice
74,94,37,15.686892783462532,84.12962634333047,4.213788064574002,248.34335747862687,rice
64,25,50,15.686414217494262,75.71159146321452,6.338375956386268,214.70246762880282,wheat
37,53,34,28.82983602892154,59.73222084347442,8.454097282586545,205.5630630034795,barley
28,64,37,16.303319661413468,53.28474989643003,5.789057930632258,339.36653886099225,wheat
74,62,67,16.17405015495779,57.135554495585296,5.488365864575631,309.0955282899073,barley
56,76,81,24.525607862038804,75.68752707243621,5.881433149213792,307.9761421789567,maize
71,24,27,32.407708397105935,52.59747157912109,7.772491810886889,156.39633086216736,wheat
40,84,92,17.426973105957337,77.98982841242025,5.066334794152176,239.62131941528241,barley
59,24,87,32.45789481739848,83.27008454450953,8.289849542054142,323.8423167912574,rice
29,37,95,26.932788159075578,76.52814712103935,4.186147363891553,165.48966288802382,wheat
44,92,60,16.65694645603002,53.750265013376485,6.499528736081837,358.1207898838831,rice
39,72,77,24.29088111081733,82.32984895384072,7.132258673676661,186.6833920002186,rice
41,97,58,33.519042844425734,51.95112915127248,6.450421544887204,149.91377845654148,wheat
49,24,39,16.6660642460759,60.38685677561335,7.764420819481421,346.6085784144941,wheat
21,49,83,17.01850762989713,55.24471122983408,6.645925397515487,329.26487861687275,wheat
49,68,39,28.956190271904752,87.95389394089659,5.220188645609106,384.75451874433026,rice
76,38,84,30.774847498353175,58.26269097440358,6.757477841639286,125.39422685890263,barley
57,71,96,15.153964094526346,57.68728311718852,4.257105311855644,181.3506977220461,rice
78,72,99,22.62562698223116,71.06115401379073,4.683485281689702,169.94190803868952,maize
51,29,79,20.799150214046826,83.64240838604317,7.417576030639179,135.18720866783906,barley
58,46,31,15.185537515416803,85.0630677706765,6.094212816039535,288.7426366119162,barley
82,34,77,27.4953357505688,63.27577791698745,4.7298633128654615,320.0746168889823,maize
84,77,36,33.805229784581456,51.50222967903708,5.4777659776838235,394.9832239114165,maize
85,31,73,19.1497300905196,73.10354865374381,6.112819124331649,161.60487225949007,wheat
68,53,90,24.085966471023077,59.278059203787855,4.777112724824627,275.88667257344224,maize
22,59,80,20.092379875257926,75.78123432663335,4.9582796236957725,328.3536388868134,barley
36,52,86,19.136928005352566,68.01046412095515,4.211696308316689,121.64440260918207,wheat
37,43,39,30.309094944783816,62.04821590722467,4.887429904778454,190.28229378364264,maize
75,45,26,31.910893244132172,81.60735605672534,6.604824062274433,265.9893758922966,barley
94,22,41,15.419799453305336,63.62850956543907,8.809777946182567,104.32692289437009,wheat
93,83,73,31.90780084536469,74.60850256352808,6.103876014728929,226.37231601659718,rice
25,51,61,20.87175299072442,50.439198043494414,6.241812294431709,271.47038058727105,rice
46,79,83,15.096890736450518,56.9810337605677,7.375467220959775,275.664243575364,maize
74,87,89,17.71511661533752,81.35700494863784,8.514826974874163,346.5503655648556,wheat
93,23,31,33.56452315445026,68.60121923395494,6.048979449081417,246.4118415805394,wheat
81,36,35,20.582071551135325,84.55478432917562,5.659704506937897,359.45442017220796,wheat
66,34,83,16.854074902399216,50.36403080746461,4.446144463881141,168.01788466995163,rice
39,71,34,27.472827324030682,78.94526414390306,5.050021799411448,347.47040595769687,rice
65,20,49,33.79556244216257,78.28270076993127,4.527058825097135,163.1795423853323,wheat
89,33,73,19.610732793442924,77.36360557050588,5.492855904261022,193.55554691140276,wheat
68,84,81,24.97368712779935,62.27636257715069,8.192104913447825,132.7462365618471,maize
43,37,36,33.88296127223215,65.87334213952309,6.787600965632236,294.95694673097057,wheat
61,32,39,17.764937422139454,56.407536202674244,4.663545392992996,368.54528889627994,wheat
78,86,96,19.118658802138512,84.46340591796053,8.88156085829503,317.3547440121363,rice
47,65,68,33.75633285964459,61.69479609006662,8.283322549505797,316.1403649124647,barley
59,25,35,22.360064106535805,67.54601041724858,7.615961734629153,279.8829570994963,maize
78,61,73,31.614486949274525,62.62781169143755,5.384622143982653,252.7765917348367,barley
99,33,88,30.09250375726027,79.97741180679151,7.041719347946433,193.52707915095874,maize
21,30,67,33.95997776039494,79.35487707750292,5.126850811565387,205.23265670877612,barley
86,91,80,21.600290749812373,70.30626510306054,4.508854241807101,390.72937643232,rice
63,63,52,25.642432741353552,82.21352578732072,7.077011674129339,144.34850442125403,maize
52,63,75,34.90025924645215,83.40225729084653,8.310124071123685,339.56019716061303,wheat
70,94,50,27.579450943553994,86.21099798292491,8.271509200453508,310.97903214675136,rice
64,70,68,32.55648059188847,61.32044116558558,5.419179861392825,191.82541671762658,rice
66,74,72,34.96508810291377,71.86518456037848,6.2141407864051725,108.83375185857977,rice
38,26,65,33.12620967505813,51.58877381905627,5.474016853798389,253.6004286940092,maize
73,33,55,30.06364605918427,87.3702679563803,7.469885669436691,105.21926555058778,barley
65,28,73,18.389766247365866,58.00646364668269,6.470392266747296,268.46288102685173,maize
44,81,94,20.260924291592442,78.32320945622705,6.909354239325754,164.16509382028585,barley
60,25,90,29.485217775843033,89.83530195496894,6.487150330705049,199.3436664933027,barley
89,22,65,18.821573799590237,78.75224897664992,8.705507889537687,238.18243874608464,barley
29,20,76,25.076982633245137,70.50974953692075,4.357406217534803,143.37299975471788,barley
70,98,29,18.495249609212266,77.29946850856604,4.238907327724045,213.00308145399026,wheat
88,47,35,23.40846948694295,73.27360573736303,8.11992726396706,317.6286547708378,barley
59,95,90,20.77639392781177,75.37285384550437,4.184378285215773,124.46409176269577,maize
98,65,89,32.813046355554505,82.57432276595901,4.603794815174873,113.50233440538597,wheat
43,27,63,15.94389308807811,83.77412972480518,8.729441248841866,227.72481080571896,maize
55,95,66,18.49420213173135,68.05533139990563,7.641881724799303,121.06435812505418,rice
36,53,41,29.669767508318415,55.34349406752526,8.58241300138808,341.6803656046723,wheat
98,60,99,16.148692819317233,67.28751144920979,8.054583934463102,399.05944092599987,barley
62,26,26,25.731766471625722,53.00914640347471,5.5946989962305835,360.6737431574683,rice
61,63,61,21.331509047085117,87.51213552131128,4.156580312473671,192.91562638393918,wheat
99,64,51,30.214357524941015,88.6168127654098,6.633554115446788,240.43528736124057,maize
94,26,79,22.581823854883122,87.29300445800959,6.154651838719665,236.689645242599,barley
22,68,98,34.65446495579731,62.05414067792528,6.1138325759705205,374.34573998475014,rice
48,28,92,34.70859654223774,74.65111479236143,7.432086082578682,388.34755951385193,maize
65,85,45,18.02708230982404,58.55953132859819,8.929897195681136,315.89037019941946,rice
71,37,40,23.739366094842847,68.80359699386459,7.757120096918461,154.31644686745616,barley
40,71,33,21.02911869507871,58.54013135857779,4.342082789356756,265.80903639099154,wheat
49,22,42,22.198136313674148,78.55149854061104,7.225892423389445,322.33631787500804,barley
97,98,21,21.284130434699644,51.38152276692691,4.089915870330125,101.13281174387497,maize
76,86,77,28.452529749403638,70.82234728164974,8.525832816987048,360.7058195985885,wheat
34,71,98,27.906816222457362,82.8312018785241,5.222962873422505,338.10660127559515,wheat
82,97,84,31.37180496913987,63.663987097610885,8.200524598525636,250.07566186516704,wheat
66,57,20,26.078516693816763,57.39036638483856,5.701088700721039,254.48352399481234,barley
67,35,82,20.56224159004813,69.38304555555601,6.52012008185806,151.80240456417778,wheat
34,33,73,30.45461368385581,75.7750991750105,6.3385119591288195,169.01176992888222,maize
27,72,70,27.413764441124364,73.45949903502829,5.550889790377207,272.34649080971997,wheat
56,90,39,28.903950096418768,80.98079795466302,8.214381392783228,191.8373984770327,rice
87,65,62,27.335746722376538,70.62554860776342,4.734546943619425,341.27211365220404,barley
52,41,78,16.17310026495959,53.11080483233387,6.872433119646598,149.14305627256567,rice
94,95,99,27.48062851911513,75.94038387104567,5.63073283832523,273.8153355845078,rice
41,85,20,25.495831557525378,61.50904965775865,6.8993531143743425,251.7909799370901,barley
53,85,75,16.948791373880084,89.7327644651044,5.638801086826529,167.12664189328493,maize
43,40,89,18.990034338949282,62.10290972486628,8.87279019047677,364.44401828660915,rice
96,67,50,22.246575530403682,88.84862311870383,5.071041802764654,393.19768963393653,wheat
97,72,99,34.439767057367895,77.2972842084248,6.979113636007467,302.8598508652705,maize
66,80,31,32.58073504918967,55.07446543499683,8.044150377384883,245.1000359662745,maize
61,77,88,34.014174956846716,57.602735224274554,8.942878484257836,276.29574452733186,wheat
86,60,53,34.59119658429309,87.60826065299165,7.859599639811843,224.384701236058,rice
67,51,64,21.13009936244846,57.989726633564956,5.284645478645579,365.7874842708152,maize
99,48,88,32.257040705343485,85.83248441049054,5.288258845962895,222.72468014232817,barley
47,27,84,25.682324496308755,68.72133627702888,7.8553580634645375,353.6112822918688,wheat
52,74,48,33.88193671771852,87.39701309382457,8.566201558133304,119.53900172012285,wheat
36,72,97,22.19948889915941,69.18371695556289,4.01343359713305,239.1758686982334,wheat
65,83,36,17.14932049585436,77.95669412446249,6.598576707870905,204.4218730321511,maize
50,22,61,15.36645974356906,65.08426524020484,8.539481709373483,322.5590754960921,wheat
79,66,61,32.35930182655932,85.46153212330003,4.404148023617907,260.9436720262248,barley
54,82,24,30.691535125630026,83.36238728255088,7.6576859598914275,178.28790941665494,wheat
59,69,85,25.077227779997955,67.57370464314927,7.889049369515411,387.0202003279089,maize
86,38,81,24.19083731660023,82.26474402721678,7.822956245317713,150.95942427024718,rice
95,32,85,32.57625139467562,82.53433279882029,8.748053795918235,136.76628584133132,rice
58,98,77,34.37234918579619,79.22011019043853,7.6248229344493685,203.04346064214917,maize
77,32,31,15.578039237748772,83.79694795147392,4.556879018327334,107.52139383973277,rice
44,50,24,16.268973939688756,89.58765408558972,6.768871184038707,153.6146796420126,barley
62,78,29,24.34245854302496,80.37135850838068,8.794320962023594,212.33444818394736,barley
97,94,68,29.13041429312817,87.86547838566742,5.716652747508825,172.8399227092043,rice
40,91,93,18.381168228398415,71.8235420338864,4.01543337296673,159.8164460840251,rice
97,49,77,20.938588820667118,50.32995663713573,5.547383426661021,165.4674384937622,wheat
56,72,24,25.49459839611,70.59436096174264,7.62301683451242,274.83261927231797,maize
76,73,70,26.922629513846196,76.64348653806624,7.072278612081005,235.12805869800587,rice
32,41,97,21.63587894161,81.2455622663387,6.496129855104186,374.11882919807977,maize
48,28,85,27.752906445486325,61.52940797667425,6.709850132811972,351.28785030938275,rice
51,73,90,29.77707085650225,52.80039627966008,6.990652341858547,209.17936237899715,barley
83,41,57,23.813143349816634,51.04625519460631,7.247740590719086,288.3867923567382,barley
35,77,44,30.777908587794307,64.83868280867868,7.206030452902729,374.9284066508264,wheat
56,47,85,17.299396505117112,77.72084621953344,4.308388455203776,169.5733900110381,maize
62,53,61,26.711451300458876,79.4416134215236,6.054243083171796,308.6301354188249,wheat
67,93,72,34.28204489054208,50.52238652320859,4.142075257221893,199.94996931289307,rice
23,74,77,23.68676463702763,72.35826250151761,6.995417374782023,332.8127028079182,wheat
71,74,59,15.795808102739874,67.55416627680792,5.192507228522251,306.4706818226011,barley
45,22,25,24.823867127014655,56.75091375459365,8.380200909659706,112.14695967667373,maize
50,92,53,25.22165982321505,89.66687387536572,4.844042871037528,204.51886730372743,wheat
78,67,78,16.03375044378806,84.56937164535327,5.060274782790103,271.4166774570615,wheat
98,44,71,23.479339277520523,62.518710325089295,8.204181518650064,245.6070565126334,rice
44,76,72,20.917124017769314,65.65879163428711,4.117399204978799,375.09549089257126,barley
63,24,30,33.23324369648179,73.20956261454117,6.06182639402001,222.8290561553902,maize
48,48,49,19.002585937902488,79.63172492259574,4.809904352135949,287.1787138588842,wheat
77,33,36,32.45640370229775,81.17636606357311,6.60890254196313,298.99851248646985,rice
48,52,39,29.880712765585614,87.21744382438982,4.475989862210264,260.4771906836543,wheat
40,90,87,24.50318949640375,50.122864578887494,7.565294848660487,309.5470545335172,rice
44,90,62,27.346593947301592,52.09151627173949,4.578536157852107,179.5175060772039,wheat
29,88,76,27.222848540104252,88.52289755921142,4.998102081254747,130.98084726750022,wheat
34,49,39,18.754294897161653,73.17023728714841,6.112645766200911,380.0586842718129,rice
55,56,96,18.122123504527693,81.31134337118573,7.250188369515083,277.84496101085404,maize
56,76,32,28.565424634010803,70.1097890678895,5.353733773928962,265.329628598558,rice
95,57,26,16.13239999906828,76.61392759180208,7.76259646713045,314.3308535032061,wheat
81,50,68,26.643420886603074,78.3834285657823,7.167203162908196,123.41298022615777,barley
95,84,28,31.637243740728344,67.55306880439583,5.148356338291386,304.62970067036224,rice
74,97,73,32.46630046546865,58.88730329876246,5.991255420143343,354.9276925791455,maize
89,94,26,34.741182723449526,74.14868437869254,7.742399751376487,102.69225563470195,rice
36,53,64,21.375228534489867,75.51626752285217,6.695475453067232,300.4516936782702,wheat
25,31,25,28.779804407622887,73.40074996939265,6.7755970427343355,332.1128517165149,maize
80,25,48,27.62889542009694,71.5099016341702,5.966466210026773,273.9458026462778,maize
86,42,82,28.469900681303848,53.52509800852937,4.471762192224288,278.23550795395363,wheat
20,21,38,28.567408855131113,59.82935958382393,7.323440996867259,151.34517516727954,barley
80,38,91,25.55639001081797,70.31025527456117,6.00938471698219,283.1395814448705,maize
96,94,37,31.037509773794827,68.89501773847417,7.420764858978744,257.75317854402243,wheat
23,84,39,18.727519798596227,51.72899846782202,6.979088732556153,172.09103467228488,barley
53,72,37,28.11142395441555,66.28012185303507,4.842493777418322,311.07748452129636,maize
82,45,32,24.258914698524002,65.27288562461513,4.593265545384588,396.8190473787423,rice
60,60,68,15.377704743864346,80.01884135439943,7.905647560640122,221.06751687476014,maize
62,53,71,21.891991547400636,67.80389951372578,7.14091159138244,192.1803407756819,barley
76,25,32,25.585060733677864,83.71166752612487,8.779508991313499,214.64387137880996,maize
67,25,51,15.351206349560107,87.58042355405428,5.763501944007347,330.5520328328573,wheat
72,85,84,21.59236063369359,78.98999198427023,7.208976119762882,260.9657664936447,rice
50,50,47,32.68656439495943,82.84238801864859,7.11628942049888,377.35782438828016,barley
56,89,74,22.941865247008757,71.7189420175739,7.100258411725765,176.7578539548719,rice
80,91,36,33.910299434631796,71.49177483228542,5.7019456989849555,313.56115517481385,barley
63,52,99,27.68789886774107,64.58947183984101,7.141892176336119,316.36206349897134,rice
24,73,77,16.723653146170122,85.78101260163231,4.74471957381803,356.49057524268153,rice
61,20,41,25.047639090786554,65.16237640938866,8.469076973551312,146.30601220229596,rice
68,35,74,26.720684976486858,88.65800014986372,6.197358605217952,366.3270184906733,wheat
67,30,69,20.09599846073091,64.53513427488491,5.050303379337231,264.7269829692466,rice
79,72,92,17.729860857385415,84.29914405032663,4.0553919319332765,286.0065457038163,wheat
78,46,50,24.329638865293752,51.84776798887904,8.363219468823745,227.3125778466358,rice
54,71,48,34.654992556923304,59.086793515858204,5.679761880564728,206.43965480896446,barley
54,61,22,21.536062369871786,73.58774606335311,7.709011184921209,188.90098285171013,rice
96,79,29,20.743447817711544,66.74075994999069,4.868901593512697,234.64011540553102,rice
43,39,49,23.178533234264137,71.24580058916548,7.233702742399448,297.12009335658524,maize
58,98,38,16.865984986444996,50.59871696484776,6.384725884228693,212.91092526860558,wheat
25,25,71,24.781158228802447,87.45880943795439,6.9563209902360885,272.9722041647419,wheat
37,99,47,17.308078506651142,78.83240474467925,7.920812302770496,297.46681792795135,wheat
80,53,71,24.089240169892513,67.77158734317788,4.9851722402494705,132.23764437796652,wheat
58,28,21,19.634763497999494,76.38992370419848,5.077846589266166,292.1451089619437,rice
45,30,86,30.346022794451198,75.29044722892492,8.430842959221383,308.7217316952648,rice
66,58,64,16.926529613349654,54.56770887279848,4.186843695634468,289.99639626083103,maize
45,80,80,21.201241860151313,52.33553600155689,4.785326630363591,296.60671512341844,rice
64,89,34,28.48269217404244,67.58305698284595,8.028970372293372,151.55254109666052,rice
45,38,79,21.624197319310504,75.81462537787627,7.670468670479332,270.648642920283,rice
40,38,86,34.24631642534678,76.89160659006686,8.98473643908608,255.08224357132036,barley
51,73,39,15.85636037321066,79.51676964927746,6.009224123902419,171.69268948367488,maize
62,53,94,24.223622409942962,69.28802539576566,8.854555138080055,332.8112622240894,maize
57,32,38,30.679984717837193,52.8753005623842,6.026154818916497,275.0468335986534,rice
99,45,28,22.705404516948406,68.1626297667785,6.696949940088897,359.902087628936,wheat
36,25,81,34.98773531094951,54.09375017927775,7.12095259894774,307.0155209439884,maize
66,27,32,30.730342324404912,71.72224772240698,8.602420285322786,166.28205090795814,wheat
36,22,61,21.822463216273952,83.6020213038843,4.114113435111092,125.96077649341404,wheat
55,58,60,19.08395049376133,74.34269166719393,4.361560027319151,254.2128035519631,barley
44,20,63,32.61323274819248,65.68351356391473,4.052692880781694,172.85933994816577,rice
59,80,37,27.74056074134538,54.00261136263716,6.9153102851828985,378.1639163742073,wheat
23,56,41,27.5299889814225,85.65431645205683,8.661664183407133,368.63028472652815,rice
50,63,74,29.758311836033634,65.41644317966865,5.236728400954717,346.5954200279646,maize
86,80,91,29.136468278986285,57.39240981825005,7.569671884661491,319.3086415775665,maize
25,68,48,15.95302355131128,70.61123530241653,8.952452367584279,335.6284183320442,rice
95,37,39,32.829233191646836,67.41514574834562,8.05607240823809,347.0193023674493,barley
57,82,31,20.173163882292,83.76783727952802,8.285621423902725,133.73828042390062,barley
54,92,43,15.419491141062602,80.75735824765742,6.758642171035552,205.1481664538089,maize
76,67,90,28.722775872341224,64.03893564489783,5.471326851774499,285.36606268810556,barley
24,99,40,33.597093159562334,77.51520497010554,6.563464275004035,266.80549471873724,barley
61,98,24,29.023091001441436,63.53588594854344,5.224049210657433,234.48957444115658,barley
28,84,93,19.119928569680603,76.22150125924841,4.011969748715942,202.13897189738094,maize
27,30,84,17.95893037253509,56.617947459122824,8.668242406319592,216.4183524215402,barley
78,72,87,32.4042962610805,74.57362661287002,7.6062907027039355,116.17235228101872,barley
81,54,43,31.37147991244384,52.558697559449506,4.378780498118302,125.03761835376025,wheat
69,98,69,22.729969118856754,58.22880567691208,5.918124506531293,255.70927516421324,barley
24,67,59,21.094173198086978,66.02306474134448,8.00309954844441,239.4640102818289,maize
32,69,50,27.523766762359365,66.40330179864613,6.949226307398854,347.81547137997904,rice
77,52,55,26.14298096153687,73.46133193645831,6.300891625117892,218.47517598948798,barley
31,88,55,33.16645868494154,61.90408137631972,8.322909504903734,381.7153492707787,barley
32,63,85,31.04413963234633,83.80559384733256,7.308625747920599,353.9795773458902,rice
52,40,75,23.696262623890867,89.65159831594636,4.947053328578933,291.40035767590854,maize
92,25,37,30.819297459737065,52.36898435758645,6.4215158121085345,382.9373495667807,wheat
22,20,20,20.585412601908068,70.09384661286106,7.260011678789575,390.99084683449917,barley
28,80,88,17.91834738611572,60.598412360480715,5.368762529576601,383.8015580285841,wheat
99,30,99,15.37684407948148,51.49313443411208,6.678578087228157,158.378989680677,rice
45,82,64,29.77866741534838,79.9716232095818,5.302460088026493,213.2847751196352,wheat
34,26,43,18.32395916192392,88.43960421740037,6.534415074133241,248.61837397624504,wheat
80,23,46,28.21656653770335,67.18505461661701,4.711395887597678,266.853587968534,wheat
37,61,91,23.119987561957863,63.87072464724291,5.704550140727523,358.1552188932397,wheat
66,26,36,17.23344459951662,55.515069235313696,8.385502058083283,351.66072718980604,rice
94,31,58,34.79750722464197,79.20109112179773,4.185376566208715,213.3442055197578,maize
28,75,30,16.203047636650854,76.58230417468059,7.14803067986596,110.94640103760513,maize
66,22,51,22.645645165517244,54.034331552670906,5.658757510926494,351.4858174059066,barley
63,96,94,26.12291833597448,66.26637583946867,7.959681147763595,293.1201749876392,barley
50,75,48,29.50735230116237,86.88934065947066,7.193811552265202,337.33579061196843,wheat
92,83,70,27.13327715438385,88.01067314192423,5.78789879553432,345.93067275183216,maize
89,20,47,27.49938389041553,88.31257784307341,4.197934807188384,348.90125315450456,rice
24,49,95,30.09491343011981,78.97357814773486,8.449844079224423,299.2114148573363,rice
25,95,70,17.202525963034958,87.26036252610467,8.542123784662168,339.6399260115804,wheat
53,83,53,34.66550028664355,87.52676668875532,6.410021583912536,363.9796801377085,wheat
64,81,54,30.807333766544467,64.9894619812091,4.573192382187033,337.20151358980354,maize
88,66,67,18.8501006255437,87.23573456867678,7.479933485413359,297.0524162739205,barley
44,26,57,26.131144724148065,83.74112739466992,5.718540891570492,209.61137186115025,maize
76,63,99,29.02012196472488,73.68746767452069,7.675018947293285,209.76747288647425,maize
32,53,92,18.884130925472192,58.019547372091836,7.667713738236155,178.01702970410952,barley
35,61,50,23.63505924387698,69.54481932834628,4.35227812436686,245.58796615623245,barley
79,57,68,17.455624116719477,68.06297544980157,5.687084927478944,189.7852931283437,barley
40,73,39,23.768046902184402,86.27400213497349,8.10371541513798,398.5675996777148,barley
86,96,61,19.07967941069814,76.53806522029944,5.778179588568569,226.16296276548275,barley
93,22,42,30.938138985050664,82.79420871381748,8.27958840876828,390.17637251372537,maize
31,42,93,33.05084101519427,55.032838237299885,8.778166381547493,355.0891416223982,rice
80,50,82,18.75558798159152,60.28418431451712,7.4607234164836385,208.09148086735684,barley
61,53,98,15.330711392512644,86.90018598122685,4.288501823779414,106.42620380644102,rice
38,69,37,22.66877165867431,51.30761955802146,4.972954463496817,387.5507713014469,barley
58,24,91,22.056193089354345,80.00222705019145,6.590734938018739,396.1163957804632,rice
39,53,81,17.218438957796447,59.72838177202431,5.609607714375896,304.51689196375935,rice
66,69,35,25.720379671174978,89.47696955070712,8.172406458816607,359.227000952926,wheat
34,71,89,26.289057231015704,62.3257460610411,7.892172666662999,195.58264862006587,wheat
73,82,65,16.619325118048273,80.31481831919567,5.3974345989576635,358.11983245852286,barley
84,28,81,30.56463427928115,82.52766290847387,4.365258282296473,307.2937365969452,barley
24,27,78,21.077088412411683,57.64419761420718,5.06590308598825,159.50987427020806,rice
32,40,61,30.859984138194257,63.31421884756599,8.95079285671234,143.5700665010259,wheat
24,38,40,25.651986667688675,74.4039999524464,8.723590058020307,364.53590245915063,rice
26,23,51,22.227772528685286,60.13937809962005,7.546489084902747,359.25997417936395,maize
25,39,57,28.515171358103018,58.833702283921056,7.212109260632099,107.29760003077628,maize
75,74,41,19.803003748777158,78.82068648672083,6.092652101748956,132.6570791933636,barley
55,74,98,21.88869463484449,74.88607396833362,4.395316342799244,213.26323044351844,rice
56,99,74,20.494130725193582,52.37746078113887,6.615128333694976,310.42026528697045,wheat
53,28,87,22.621596028607236,67.9854371234035,6.31496413127523,310.452002556342,wheat
68,95,55,18.94994605150824,70.28964041786517,6.668686333619408,196.47552784406042,wheat
66,69,87,33.312653092990686,81.20840160835638,6.671374978172839,301.39676404528575,wheat
99,76,32,23.243233871471976,54.79661431694615,5.935964328957775,358.02904487454776,maize
72,97,44,26.341314785770706,59.80092691767407,5.062628939938417,180.7336629253366,barley
89,92,70,33.437191755090396,52.398739901086685,8.532196026379253,394.7419658548241,maize
79,66,90,29.882470841625988,54.97739532330393,5.171908022678023,304.28722346913366,rice
49,38,99,33.71906131604516,50.380587820560365,4.874106107808486,315.3420726548544,rice
77,20,51,31.867450394648266,50.95551057994925,4.724632328149044,284.35638146413737,maize
97,26,54,28.06368587347672,65.79514806122539,8.382346998917136,142.13409408907478,barley
29,70,39,18.762157486497173,69.54887402982784,4.744352380908619,202.83187583204904,rice
34,34,98,23.121079788280948,60.932950329299715,4.907505558742794,399.22889834206796,rice
66,63,99,19.919733735709563,70.35147165418255,4.563850613663728,382.10230551375463,barley
77,31,96,21.792733681697023,79.97757649394575,5.362264684846421,279.11522793332256,wheat
20,72,96,19.292957515358626,54.27407485740122,8.972559466975948,262.0205782604795,maize
56,31,48,31.12871546476278,65.78360039256901,5.351278738862671,228.94440573165502,wheat
32,20,27,31.264003285864344,75.94060811111146,5.205610723181085,132.42529898888654,rice
